text,preview
"
      A Young Tag Team Detects a Major Pipeline Leak      ","
  
      A graduate student and a Twitter software engineer team up to write an article showing that on average, elite labs run by men are not women-friendly  
"
"
      Elsewhere in Science, 4 July 2014      ","
  
      Debunking Egyptian pseudoscience … lots of STEM grads … vampire squirrels with fluffy tails … problems with external motivation … Working Life  
"
"
      At Lindau Meeting, Women Outnumber Men      ","
  
      At this year’s Lindau Nobel Laureate Meeting, a milestone  
"
"
      A Giant Leap      ","
  
      Jack Kittinger explains why he took the giant leap away from academic research to become the director of a conservation program  
"
"
      The World’s Most Comprehensive Resource for Scientists Transitioning to Industry      ","
  
      If you’re pursuing a career in industry, you should read this  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      The Virtues of Virtual Panels	      ","
  
      They’re not perfect, but remote review panels work, and they facilitate broader involvement in peer review  
"
"
      Q&A: Life After a Ph.D.      ","
  
      At ESOF 2014, two career sessions organized by an emerging initiative explored the career-support needs of Ph.D.-holders  
"
"
      Elite Male Faculty Employ Fewer Women      ","
  
      Elite male scientists trail both elite women and non-elite men in hiring female graduate students and postdocs  
"
"
      A Resource to Raise Women's Visibility      ","
  
      AcademiaNet aims to raise the profile of Europe’s top women scholars  
"
"
      Elsewhere in Science, 27 June 2014      ","
  
      The dangers of stress ... more science and math in schools ... the 2014 Longitude Prize ... Job cuts at CSIRO ... Brewing a career  
"
"
      How to Talk to Kids About Science      ","
  
      Our columnist offers advice on presenting your work to the most difficult audience there is: children  
"
"
      What's Your Science Degree Worth?       ","
  
      A new study by Temple University economist Douglas Webber calculates the lifetime earnings premium accrued by college graduates in various subject areas, relative to the earnings of high school graduates with no college attendance  
"
"
      Dual-Career Couples at ESOF       ","
  
      In Europe, attitudes toward dual-career couples are different than in the United States, so plan accordingly  
"
"
      Brewing Up a Career      ","
  
      Protein engineer Jasper Akerboom left his job at Janelia Farm to pursue a career as a brewmeister  
"
"
      Elsewhere in Science, 20 June 2014      ",
"
      Settlement Announced in Patrick Harran Criminal Case      ","
  
      After 5 years, a settlement is reached in a case in which a young chemist lost her life in a laboratory fire  
"
"
      What it Takes      ","
  
      A new tool shows that the most important factors for career success are only weakly connected to doing good science  
"
"
      Don’t Crash and Burn at Your Job Interview      ","
  
      To win the job interview, answer the questions, make your interviewer feel good about you, and avoid making major mistakes  
"
"
      A Bargain at the Price      ","
  
      A presidential team hopes to make a point about salary inequity in academe  
"
"
      What Works to Increase Diversity      ","
  
      To increase diversity at your institution, analyze your performance, and make diversity a priority, a new study suggests  
"
"
      More GREs, Fewer Degrees?      ","
  
      An article in Nature suggests that the Graduate Record Examination is a poor predictor of graduate student success  
"
"
      Studying Human-Computer Interaction at Microsoft Research      ","
  
      Mary Czerwinski, a cognitive psychologist, has spent her career doing both basic and applied research in the technology industry  
"
"
      Postdoc Love at Whitehead      ","
  
      Whitehead Institute for Biomedical Research postdocs get some love—including some glamorous marketing online  
"
"
      Elsewhere in Science, 13 June 2014      ","
  
      Rat regret … a shortage of physician-scientists … congressional meddling … the latest on STAP … Working Life  
"
"
      An explosion of bioinformatics careers      ","
  
      Big data is pouring out of life sciences research, creating ample opportunities for scientists with computer science expertise.  
"
